aggregator_type,best_model_path,dropout,feat_name,gpu,lr,model_path_dir,n_epochs,n_hidden,n_layers,shuffle,weight_decay,loss,acc
gcn,Graph_ckpt/best_model_0_20211107-23-07,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,1.765274868,0.504008449
lstm,Graph_ckpt/best_model_0_20211107-23-26,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693283878,0.504008449
mean,Graph_ckpt/best_model_0_20211108-00-19,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693348986,0.504008449
pool,Graph_ckpt/best_model_0_20211108-00-45,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693131814,0.504008449
mean,Graph_ckpt/best_model_0_20211108-02-54,0.5,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693146411,0.504008449
pool,Graph_ckpt/best_model_0_20211108-03-15,0.5,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693192778,0.504008449
mean,Graph_ckpt/best_model_0_20211108-05-13,0.5,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693138003,0.504008449
lstm,Graph_ckpt/best_model_0_20211108-06-39,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693136377,0.504008449
mean,Graph_ckpt/best_model_0_20211108-07-33,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693115544,0.504008449
pool,Graph_ckpt/best_model_0_20211108-07-56,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693287503,0.504008449
gcn,Graph_ckpt/best_model_0_20211108-08-37,0.5,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693226379,0.504008449
lstm,Graph_ckpt/best_model_0_20211108-11-14,0.5,feat-all5,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693225019,0.504008449
mean,Graph_ckpt/best_model_0_20211108-12-08,0.5,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693459438,0.504008449
gcn,Graph_ckpt/best_model_0_20211108-13-11,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.938531767,0.504008449
mean,Graph_ckpt/best_model_0_20211108-14-24,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693138362,0.504008449
gcn,Graph_ckpt/best_model_0_20211108-15-35,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693293097,0.504008449
lstm,Graph_ckpt/best_model_0_20211108-16-01,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.716224647,0.504008449
mean,Graph_ckpt/best_model_0_20211108-16-34,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,51.35389416,0.504008449
mean,Graph_ckpt/best_model_0_20211108-16-57,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693136568,0.504008449
gcn,Graph_ckpt/best_model_0_20211108-18-02,0.7,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693348133,0.504008449
mean,Graph_ckpt/best_model_0_20211108-19-33,0.7,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693133201,0.504008449
gcn,Graph_ckpt/best_model_0_20211108-22-52,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69311973,0.504008449
lstm,Graph_ckpt/best_model_0_20211108-23-12,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693116522,0.504008449
mean,Graph_ckpt/best_model_0_20211109-00-06,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.698030221,0.504008449
pool,Graph_ckpt/best_model_0_20211109-00-25,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,58.19955355,0.504008449
mean,Graph_ckpt/best_model_0_20211109-02-28,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693124159,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-05-25,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,16.10374426,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-05-47,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.6932182,0.504008449
lstm,Graph_ckpt/best_model_0_20211109-06-14,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,1.163073722,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-07-47,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.488810339,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-08-07,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69312812,0.504008449
lstm,Graph_ckpt/best_model_0_20211109-08-26,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693130861,0.504008449
mean,Graph_ckpt/best_model_0_20211109-09-23,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693253479,0.504008449
pool,Graph_ckpt/best_model_0_20211109-09-43,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.699793045,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-10-25,0.2,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.69338212,0.504008449
lstm,Graph_ckpt/best_model_0_20211109-10-52,0.2,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.695616911,0.504008449
mean,Graph_ckpt/best_model_0_20211109-11-41,0.2,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,3.070036555,0.504008449
pool,Graph_ckpt/best_model_0_20211109-12-00,0.2,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.694172572,0.504008449
mean,Graph_ckpt/best_model_0_20211109-16-12,0.2,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,25.05090947,0.504008449
pool,Graph_ckpt/best_model_0_20211109-16-32,0.2,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1883.051469,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-21-13,0.2,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,3.664110486,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-21-33,0.2,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,29.62348397,0.504008449
gcn,Graph_ckpt/best_model_0_20211109-23-18,0.2,feat-all7,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,3.748750559,0.504008449
mean,Graph_ckpt/best_model_0_20211110-00-46,0.2,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693129276,0.504008449
gcn,Graph_ckpt/best_model_0_20211110-01-53,0.5,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.727753967,0.504008449
pool,Graph_ckpt/best_model_0_20211110-03-29,0.5,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.695811793,0.504008449
gcn,Graph_ckpt/best_model_0_20211110-06-08,0.5,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,6.99045505,0.504008449
mean,Graph_ckpt/best_model_0_20211110-07-45,0.5,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.705043618,0.504008449
pool,Graph_ckpt/best_model_0_20211110-08-06,0.5,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1284.686957,0.504008449
gcn,Graph_ckpt/best_model_0_20211110-12-59,0.5,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,6.74675964,0.504008449
gcn,Graph_ckpt/best_model_0_20211110-13-19,0.5,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,1.577569626,0.504008449
lstm,Graph_ckpt/best_model_0_20211110-13-39,0.5,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,13.88458461,0.504008449
gcn,Graph_ckpt/best_model_0_20211110-15-04,0.5,feat-all7,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,3.457345601,0.504008449
gcn,Graph_ckpt/best_model_0_20211110-15-23,0.5,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.712435648,0.504008449
mean,Graph_ckpt/best_model_0_20211110-16-33,0.5,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,2.38328159,0.504008449
pool,Graph_ckpt/best_model_0_20211110-16-54,0.5,feat-all7,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.693116866,0.504008449
mean,Graph_ckpt/best_model_0_20211110-18-45,0.7,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.69311953,0.504008449
gcn,Graph_ckpt/best_model_0_20211110-21-52,0.7,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,1.441319024,0.504008449
mean,Graph_ckpt/best_model_0_20211110-23-11,0.7,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693130715,0.504008449
gcn,Graph_ckpt/best_model_20211103-10-39,0.2,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,6.232273168,0.504008449
lstm,Graph_ckpt/best_model_20211103-11-24,0.2,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693182144,0.504008449
mean,Graph_ckpt/best_model_20211103-11-50,0.2,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693125302,0.504008449
pool,Graph_ckpt/best_model_20211103-12-27,0.2,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693238944,0.504008449
pool,Graph_ckpt/best_model_20211103-14-33,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693135461,0.504008449
lstm,Graph_ckpt/best_model_20211103-15-36,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693115834,0.504008449
pool,Graph_ckpt/best_model_20211103-16-39,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.69311603,0.504008449
pool,Graph_ckpt/best_model_20211103-20-43,0.2,feat-all5,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,2.300525238,0.504008449
lstm,Graph_ckpt/best_model_20211103-22-09,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.69315367,0.504008449
pool,Graph_ckpt/best_model_20211103-23-14,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693948117,0.504008449
gcn,Graph_ckpt/best_model_20211103-23-33,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,1.760975932,0.504008449
lstm,Graph_ckpt/best_model_20211104-00-19,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693186323,0.504008449
mean,Graph_ckpt/best_model_20211104-00-49,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.850489469,0.504008449
pool,Graph_ckpt/best_model_20211104-01-36,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693474049,0.504008449
lstm,Graph_ckpt/best_model_20211104-02-46,0.5,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693115894,0.504008449
pool,Graph_ckpt/best_model_20211104-03-48,0.5,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693144474,0.504008449
gcn,Graph_ckpt/best_model_20211104-05-48,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,3.515021183,0.504008449
lstm,Graph_ckpt/best_model_20211104-06-25,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693182488,0.504008449
pool,Graph_ckpt/best_model_20211104-07-10,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,126.0048928,0.504008449
pool,Graph_ckpt/best_model_20211104-07-28,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693152416,0.504008449
pool,Graph_ckpt/best_model_20211104-11-37,0.5,feat-all5,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.694043624,0.504008449
gcn,Graph_ckpt/best_model_20211104-11-55,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,23.50666355,0.504008449
lstm,Graph_ckpt/best_model_20211104-12-38,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.704884371,0.504008449
pool,Graph_ckpt/best_model_20211104-13-22,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,1279.36762,0.504008449
gcn,Graph_ckpt/best_model_20211104-13-59,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,5.655998299,0.504008449
lstm,Graph_ckpt/best_model_20211104-14-48,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693251716,0.504008449
pool,Graph_ckpt/best_model_20211104-16-08,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693176263,0.504008449
lstm,Graph_ckpt/best_model_20211104-17-19,0.7,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693130779,0.504008449
pool,Graph_ckpt/best_model_20211104-18-24,0.7,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693140375,0.504008449
lstm,Graph_ckpt/best_model_20211104-21-47,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.695441997,0.504008449
pool,Graph_ckpt/best_model_20211104-22-43,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.693467582,0.504008449
pool,Graph_ckpt/best_model_20211104-23-03,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693125366,0.504008449
pool,Graph_ckpt/best_model_20211105-03-30,0.7,feat-all5,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.69347189,0.504008449
lstm,Graph_ckpt/best_model_20211105-04-35,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693116389,0.504008449
pool,Graph_ckpt/best_model_20211105-05-21,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,608.0322572,0.504008449
pool,Graph_ckpt/best_model_20211105-05-43,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,326.5249915,0.504008449
lstm,Graph_ckpt/best_model_20211105-06-53,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693115871,0.504008449
pool,Graph_ckpt/best_model_20211105-07-39,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,2185.236731,0.504008449
pool,Graph_ckpt/best_model_20211105-07-57,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.69416473,0.504008449
lstm,Graph_ckpt/best_model_20211105-09-10,0.2,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693154562,0.504008449
mean,Graph_ckpt/best_model_20211105-09-38,0.2,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.695901274,0.504008449
pool,Graph_ckpt/best_model_20211105-10-20,0.2,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693124388,0.504008449
gcn,Graph_ckpt/best_model_20211105-13-04,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.903575432,0.504008449
lstm,Graph_ckpt/best_model_20211105-13-54,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693133939,0.504008449
pool,Graph_ckpt/best_model_20211105-15-05,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.694371113,0.504008449
pool,Graph_ckpt/best_model_20211105-19-53,0.2,feat-all5,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693126245,0.504008449
lstm,Graph_ckpt/best_model_20211105-20-59,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693132065,0.504008449
pool,Graph_ckpt/best_model_20211105-21-50,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,2081.517176,0.504008449
lstm,Graph_ckpt/best_model_20211105-23-17,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693366631,0.504008449
pool,Graph_ckpt/best_model_20211106-00-26,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693126755,0.504008449
lstm,Graph_ckpt/best_model_20211106-01-43,0.5,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.730322662,0.504008449
pool,Graph_ckpt/best_model_20211106-02-56,0.5,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693148762,0.504008449
lstm,Graph_ckpt/best_model_20211106-04-06,0.5,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.69304981,0.504008449
lstm,Graph_ckpt/best_model_20211106-06-37,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693124765,0.504008449
mean,Graph_ckpt/best_model_20211106-07-07,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.696458711,0.504008449
pool,Graph_ckpt/best_model_20211106-07-26,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.693127024,0.504008449
pool,Graph_ckpt/best_model_20211106-07-45,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.694036842,0.504008449
pool,Graph_ckpt/best_model_20211106-12-53,0.5,feat-all5,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693120126,0.504008449
lstm,Graph_ckpt/best_model_20211106-14-08,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693115781,0.504008449
pool,Graph_ckpt/best_model_20211106-15-23,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.694538155,0.504008449
lstm,Graph_ckpt/best_model_20211106-16-36,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693162133,0.504008449
pool,Graph_ckpt/best_model_20211106-18-03,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693223523,0.504008449
lstm,Graph_ckpt/best_model_20211106-19-16,0.7,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693479632,0.504008449
pool,Graph_ckpt/best_model_20211106-20-04,0.7,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,1354.557902,0.504008449
pool,Graph_ckpt/best_model_20211106-20-25,0.7,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693136967,0.504008449
gcn,Graph_ckpt/best_model_20211106-23-14,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.749730486,0.504008449
lstm,Graph_ckpt/best_model_20211106-23-33,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.693171253,0.504008449
lstm,Graph_ckpt/best_model_20211107-00-05,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693376297,0.504008449
mean,Graph_ckpt/best_model_20211107-00-36,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.693116277,0.504008449
pool,Graph_ckpt/best_model_20211107-01-38,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693125412,0.504008449
lstm,Graph_ckpt/best_model_20211107-06-24,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693130907,0.504008449
mean,Graph_ckpt/best_model_20211107-06-55,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,31.04067748,0.504008449
lstm,Graph_ckpt/best_model_20211107-08-47,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693129091,0.504008449
pool,Graph_ckpt/best_model_20211107-09-56,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693518624,0.504008449
lstm,Graph_ckpt/best_model_20211107-10-40,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693181413,0.504008449
lstm,Graph_ckpt/best_model_20211107-11-13,0.2,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693403242,0.504008449
pool,Graph_ckpt/best_model_20211107-12-06,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,5.181185409,0.504008449
pool,Graph_ckpt/best_model_20211107-12-33,0.2,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.694022269,0.504008449
lstm,Graph_ckpt/best_model_20211107-13-51,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693320465,0.504008449
lstm,Graph_ckpt/best_model_20211107-15-56,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693125569,0.504008449
lstm,Graph_ckpt/best_model_20211107-16-28,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693180185,0.504008449
pool,Graph_ckpt/best_model_20211107-17-21,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,14.08666207,0.504008449
pool,Graph_ckpt/best_model_20211107-17-43,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693116568,0.504008449
pool,Graph_ckpt/best_model_20211107-23-00,0.2,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693116421,0.504008449
lstm,Graph_ckpt/best_model_20211108-00-13,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693138249,0.504008449
pool,Graph_ckpt/best_model_20211108-01-17,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,4027.668184,0.504008449
pool,Graph_ckpt/best_model_20211108-01-36,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693139608,0.504008449
lstm,Graph_ckpt/best_model_20211108-03-01,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693143313,0.504008449
mean,Graph_ckpt/best_model_20211108-03-34,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,13.02642944,0.504008449
pool,Graph_ckpt/best_model_20211108-04-21,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69339363,0.504008449
lstm,Graph_ckpt/best_model_20211108-05-32,0.5,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693123645,0.504008449
mean,Graph_ckpt/best_model_20211108-06-05,0.5,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.724512479,0.504008449
pool,Graph_ckpt/best_model_20211108-06-53,0.5,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693601604,0.504008449
lstm,Graph_ckpt/best_model_20211108-08-08,0.5,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693452085,0.504008449
pool,Graph_ckpt/best_model_20211108-09-27,0.5,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693305023,0.504008449
lstm,Graph_ckpt/best_model_20211108-10-41,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693261259,0.504008449
pool,Graph_ckpt/best_model_20211108-11-55,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693116378,0.504008449
pool,Graph_ckpt/best_model_20211108-17-07,0.5,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693117724,0.504008449
gcn,Graph_ckpt/best_model_20211108-17-27,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,80.71508045,0.504008449
lstm,Graph_ckpt/best_model_20211108-18-22,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.695333666,0.504008449
mean,Graph_ckpt/best_model_20211108-18-55,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693566943,0.504008449
pool,Graph_ckpt/best_model_20211108-19-53,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693338754,0.504008449
gcn,Graph_ckpt/best_model_20211108-20-19,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,1.46829547,0.504008449
lstm,Graph_ckpt/best_model_20211108-21-14,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69346252,0.504008449
mean,Graph_ckpt/best_model_20211108-21-47,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.705207318,0.504008449
pool,Graph_ckpt/best_model_20211108-22-25,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69313883,0.504008449
lstm,Graph_ckpt/best_model_20211108-23-37,0.7,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693331404,0.504008449
mean,Graph_ckpt/best_model_20211109-00-09,0.7,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,1.179385562,0.504008449
pool,Graph_ckpt/best_model_20211109-00-51,0.7,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69313125,0.504008449
pool,Graph_ckpt/best_model_20211109-03-29,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693292848,0.504008449
lstm,Graph_ckpt/best_model_20211109-04-10,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693537584,0.504008449
lstm,Graph_ckpt/best_model_20211109-04-43,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693637739,0.504008449
pool,Graph_ckpt/best_model_20211109-06-05,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693128854,0.504008449
pool,Graph_ckpt/best_model_20211109-08-29,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.692696468,0.504008449
gcn,Graph_ckpt/best_model_20211109-11-33,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,9.099152764,0.504008449
lstm,Graph_ckpt/best_model_20211109-12-25,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693145341,0.504008449
pool,Graph_ckpt/best_model_20211109-13-50,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693116036,0.504008449
lstm,Graph_ckpt/best_model_20211109-14-43,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693116081,0.504008449
